dataset,query_id,label,fixed_f1,chosen_f1,chosen_tokens,fixed_tokens,features_json
hotpotqa,5ae63dad55429929b0807afe,coverage_guided_ultra,0.000000,0.000000,429.0,1629.0,"[21.0, 18.0, 0.8571428571428571, 1.0, 0.0, 8.0, 1.0, 2.0, 0.0, 0.667792, 0.3844878, 0.1721981240732895, 0.48400200000000004, 0.07661667105925213, 0.09966576419004712, 0.06913080719745071, 0.07947534561659915, 0.495501593310492, 0.250088350863742, 4.0, 0.17368353430199868, 0.4771261923005099, 0.6958085536134047, 0.3041914463865954, 1.9821668150786587, 0.5345075749187964, 2.204164908531556, 0.9572566569800406]"
hotpotqa,5a7a455c5542994f819ef1a7,adaptive_k_full,1.000000,1.000000,324.0,1136.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.446271, 0.20135929999999996, 0.11309601840476081, 0.323918, 0.10252514727598246, 0.4578137499411793, 0.0918657049192083, 0.02051444077701665, 0.6672873657486146, 0.4578137499411793, 2.0, 0.22162919716149193, 0.5179775654762409, 0.6687980142958384, 0.3312019857041617, 3.0055967133620687, 0.5922348234276049, 2.1705079372193063, 0.9426396200615544]"
hotpotqa,5a7dcc775542990b8f503ab5,adaptive_k_full,0.000000,1.000000,253.0,1638.0,"[9.0, 9.0, 1.0, 1.0, 0.0, 3.0, 1.0, 1.0, 0.0, 0.221675, 0.16802509999999998, 0.024923661947835837, 0.08486100000000002, 0.11960302244276534, 0.08927483929175595, 0.0027247095973835273, 0.04371264238186524, 0.228343295364836, 0.11960302244276534, 1.0, 0.13192969383740882, 0.3524526990312757, 0.5582701632077589, 0.4417298367922412, 1.2959130582203595, 0.4218866209404181, 2.291854530551288, 0.995339775943392]"
hotpotqa,5a887bc0554299206df2b2b6,coverage_guided_ultra,0.500000,0.500000,445.0,1676.0,"[12.0, 12.0, 1.0, 1.0, 0.0, 4.0, 0.0, 0.0, 1.0, 0.375661, 0.3107291, 0.033204585729835576, 0.12243500000000002, 0.056729338419479323, 0.08534556421880367, 0.007634542845810402, 0.030697889852819394, 0.17048083245266346, 0.0919871905787398, 9.0, 0.12089662667577643, 0.33865511791460795, 0.5417384467692277, 0.45826155323077233, 1.2055176530238947, 0.4100483072209885, 2.2969250905880294, 0.9975418921875079]"
hotpotqa,5a83880e554299123d8c214e,adaptive_k_full,0.666667,0.666667,328.0,1409.0,"[15.0, 14.0, 0.9333333333333333, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.344821, 0.2098644, 0.06516973669917656, 0.180752, 0.04299622122782547, 0.35621380368365035, 0.04081537957374979, 0.028481443995580388, 0.46699301956667366, 0.35621380368365035, 2.0, 0.16430657129079537, 0.420262321765864, 0.5998463769939065, 0.4001536230060934, 1.8761480369112908, 0.498198651106567, 2.2594161068736773, 0.9812519475385658]"
hotpotqa,5a879adb5542996e4f30887f,adaptive_k_full,0.000000,0.333333,269.0,1808.0,"[13.0, 12.0, 0.9230769230769231, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.282952, 0.16422779999999998, 0.04534180454679764, 0.160302, 0.3270271989595408, 0.0437918798948232, 0.013122367044587047, 0.032673386298736194, 0.4564201702055472, 0.3270271989595408, 1.0, 0.1722923889865175, 0.39664356460964584, 0.5964404321314661, 0.40355956786853386, 1.8396561925009913, 0.46691955194577583, 2.2684159668258697, 0.9851605370537051]"
hotpotqa,5add11935542994734353827,answer_aware_fallback,0.333333,0.333333,1152.0,1435.0,"[11.0, 10.0, 0.9090909090909091, 1.0, 0.0, 6.0, 1.0, 0.0, 0.0, 0.493828, 0.2718526, 0.09033105389421736, 0.28653799999999996, 0.2697052415010894, 0.05792097653433987, 0.1843759365609079, 0.04583984707225996, 0.5204099403031015, 0.2697052415010894, 1.0, 0.18165285158207056, 0.4364515917817228, 0.6122166938995618, 0.38778330610043826, 2.085114108978825, 0.5154949795388675, 2.253465945236078, 0.9786678251729242]"
hotpotqa,5a8c5569554299240d9c2126,adaptive_k_full,1.000000,1.000000,211.0,1609.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 5.0, 2.0, 1.0, 0.0, 0.444384, 0.2673152, 0.06763845447642931, 0.244731, 0.298480593360697, 0.08752115287679127, 0.013425325844314887, 0.005249963995103276, 0.40566041981709516, 0.298480593360697, 1.0, 0.16623970503734917, 0.38493097287397054, 0.5835728757661368, 0.41642712423386324, 1.682539802737444, 0.4534617154158977, 2.273612289159273, 0.9874172711692927]"
hotpotqa,5a75f0ea5542994ccc91866c,adaptive_k_full,0.666667,0.666667,319.0,1698.0,"[9.0, 9.0, 1.0, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.407174, 0.1940134, 0.0796266354961705, 0.285406, 0.4099033828289625, 0.0665366649147539, 0.04858610815032393, 0.05393517267801974, 0.5501358141728107, 0.4099033828289625, 1.0, 0.20986900904782865, 0.4435910096931449, 0.637685850564961, 0.362314149435039, 2.2228931119761097, 0.5087954634267752, 2.2306528332409084, 0.968760216518381]"
hotpotqa,5a89f5815542993b751ca9c5,adaptive_k_full,1.000000,1.000000,260.0,1463.0,"[17.0, 16.0, 0.9411764705882353, 1.0, 1.0, 6.0, 1.0, 2.0, 0.0, 0.383928, 0.2180505, 0.06382748800516905, 0.235627, 0.37444260382154987, 0.028659019399470697, 0.010533224979683743, 0.037220520514263084, 0.4164582942635078, 0.37444260382154987, 1.0, 0.1760729739211788, 0.39131439735290674, 0.5973033769700138, 0.40269662302998616, 1.7136735732331123, 0.45422595380673614, 2.263645422665504, 0.9830887160491824]"
hotpotqa,5a8d5fc6554299585d9e37c6,adaptive_k_full,1.000000,1.000000,306.0,1420.0,"[23.0, 22.0, 0.9565217391304348, 1.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.339079, 0.1917194, 0.05778496940070143, 0.195478, 0.30665420152825745, 0.03513930382005376, 0.08983157317321327, 0.008956614830172354, 0.5087369020198833, 0.30665420152825745, 1.0, 0.17686212245604774, 0.4159005296281962, 0.6033103587847656, 0.39668964121523437, 2.035569136195273, 0.4894205485405071, 2.2619844141845786, 0.982367349231522]"
hotpotqa,5ac120c55542992a796dedfc,adaptive_k_full,0.000000,0.000000,263.0,1502.0,"[12.0, 12.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.469373, 0.2512137, 0.0914988951103236, 0.334107, 0.2837231796460384, 0.13359098201217376, 0.016473039565548117, 0.1287888310576024, 0.43407694946236786, 0.2837231796460384, 1.0, 0.18684211888125526, 0.4295430543795979, 0.6410737153268313, 0.3589262846731687, 1.7670246848047464, 0.4910948829368727, 2.2413171772371663, 0.9733916822690739]"
hotpotqa,5ab7c1a955429928e1fe38c8,coverage_guided_ultra,1.000000,1.000000,512.0,1584.0,"[19.0, 19.0, 1.0, 1.0, 1.0, 8.0, 1.0, 0.0, 0.0, 0.368186, 0.1972517, 0.07638373661199091, 0.23359100000000002, 0.14640969509975937, 0.301847435806902, 0.032068030832242356, 0.04784809851542425, 0.514354157952774, 0.301847435806902, 2.0, 0.1866579603623188, 0.448974584249464, 0.6366256919458742, 0.36337430805412574, 2.0591136861885375, 0.5200107336143568, 2.2358157771343885, 0.9710024545616955]"
hotpotqa,5abd01205542992ac4f3819b,adaptive_k_full,0.666667,0.666667,289.0,1404.0,"[18.0, 15.0, 0.8333333333333334, 1.0, 0.0, 3.0, 2.0, 1.0, 0.0, 0.426242, 0.2292205, 0.08614065364303895, 0.274417, 0.2698115155240451, 0.017102960290163716, 0.1520169293499937, 0.04665424805626854, 0.5483129302133529, 0.2698115155240451, 1.0, 0.18595282708134744, 0.45433370924502825, 0.6426584882242208, 0.35734151177577916, 2.2139221308069477, 0.526353669094855, 2.2382250395280527, 0.9720487839247209]"
hotpotqa,5ab69c25554299110f219a39,adaptive_k_full,1.000000,1.000000,357.0,1985.0,"[31.0, 26.0, 0.8387096774193549, 1.0, 1.0, 8.0, 3.0, 1.0, 0.0, 0.402252, 0.265031, 0.05679652132481355, 0.204242, 0.2137316905820232, 0.09339170470252482, 0.008698527291349638, 0.016489663196205363, 0.3553493829738572, 0.2137316905820232, 1.0, 0.1517754526828937, 0.37627334160909476, 0.5779569182472993, 0.42204308175270056, 1.5512278645029927, 0.44394293439913246, 2.2809909274726823, 0.9906217730727663]"
hotpotqa,5a7b12a355429927d897bf2a,answer_aware_fallback,0.857143,0.857143,1239.0,1632.0,"[13.0, 13.0, 1.0, 1.0, 1.0, 3.0, 1.0, 1.0, 0.0, 0.666785, 0.2433304, 0.14243274743695705, 0.508483, 0.6636457028877374, 0.011751914035258756, 0.005190578672285657, 0.009601295770000812, 0.6900320193165712, 0.6636457028877374, 1.0, 0.2740245361861896, 0.45514288391421703, 0.6276083876079601, 0.3723916123920398, 3.2261396735080945, 0.5285275783771093, 2.178483856040244, 0.9461035175935959]"
hotpotqa,5ae0006755429925eb1afbd3,coverage_guided_ultra,0.857143,0.857143,366.0,1658.0,"[14.0, 13.0, 0.9285714285714286, 1.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.592348, 0.2508302, 0.15316256209452753, 0.47520999999999997, 0.21978465361577992, 0.22260394227717492, 0.2137797375866889, 0.005314443536569693, 0.6601811772809227, 0.22260394227717492, 2.0, 0.23615497655385995, 0.5520894214492513, 0.7135368867066246, 0.28646311329337537, 2.942744583712138, 0.6095377563331436, 2.138415382637483, 0.9287020006964897]"
hotpotqa,5ae305df5542992decbdcdc3,coverage_guided_ultra,1.000000,1.000000,494.0,1934.0,"[15.0, 14.0, 0.9333333333333333, 1.0, 2.0, 4.0, 0.0, 0.0, 0.0, 0.311216, 0.21350940000000002, 0.05791757019454459, 0.15927, 0.035235977584699936, 0.05822644079995887, 0.21380006169348625, 0.05508714204925194, 0.3797876715850085, 0.21380006169348625, 3.0, 0.14576220063378942, 0.4185272404868357, 0.6099056997022145, 0.39009430029778547, 1.6123510517044866, 0.4918935641179913, 2.2673936516753224, 0.9847165512250563]"
hotpotqa,5a8574945542997b5ce3fffb,adaptive_k_full,0.600000,0.600000,248.0,1398.0,"[20.0, 19.0, 0.95, 1.0, 1.0, 11.0, 1.0, 1.0, 0.0, 0.582071, 0.3157164, 0.13796452386769578, 0.42456499999999997, 0.18093497185051308, 0.10567611167709788, 0.04600126101454971, 0.10806070049873638, 0.4527609174825752, 0.18093497185051308, 1.0, 0.18436514542798538, 0.46689623978988737, 0.6908310749774165, 0.3091689250225836, 1.82735486544523, 0.5214761126138332, 2.2093093877506025, 0.9594908759171383]"
hotpotqa,5a7332935542991f9a20c67d,answer_aware_fallback,0.000000,0.000000,1255.0,1801.0,"[12.0, 12.0, 1.0, 1.0, 0.0, 4.0, 1.0, 1.0, 0.0, 0.422011, 0.32241949999999997, 0.0655029354888008, 0.21445100000000003, 0.08147417958299677, 0.033390124901957446, 0.059955783143093404, 0.0036444547653970718, 0.19209925807621134, 0.09876282845707811, 8.0, 0.13088879549779092, 0.36696787880385645, 0.5807198385953704, 0.41928016140462965, 1.2377758158988454, 0.42448501625754625, 2.2811018275375963, 0.9906699363590011]"
hotpotqa,5a80071f5542992bc0c4a684,coverage_guided_ultra,0.000000,0.000000,411.0,1981.0,"[16.0, 16.0, 1.0, 1.0, 0.0, 4.0, 1.0, 1.0, 0.0, 0.553445, 0.35954549999999996, 0.10497081386676012, 0.33889199999999997, 0.11757265852975447, 0.10526249220789782, 0.07618462539186366, 0.041792770736026136, 0.33857926261868837, 0.12490491376740231, 7.0, 0.15392905765751483, 0.4093885196727535, 0.6191016157899348, 0.3808983842100652, 1.511896956783041, 0.4667940679137866, 2.259955065291815, 0.9814860142055383]"
hotpotqa,5ae73c065542991e8301cc18,coverage_guided_ultra,1.000000,1.000000,418.0,1827.0,"[14.0, 13.0, 0.9285714285714286, 1.0, 0.0, 3.0, 1.0, 1.0, 0.0, 0.296592, 0.2397396, 0.04366254110378827, 0.13254400000000002, 0.04139693585801374, 0.010887009764255398, 0.0865734746722769, 0.009568700436963933, 0.14605923288558026, 0.12798389707072338, 8.0, 0.12371422993948435, 0.3595530317060677, 0.5717332472399219, 0.428266752760078, 1.1710414100255853, 0.41780821917808214, 2.285239013601333, 0.9924666934370892]"
hotpotqa,5a87d8215542994775f60800,adaptive_k_full,1.000000,1.000000,305.0,1581.0,"[33.0, 28.0, 0.8484848484848485, 1.0, 0.0, 11.0, 1.0, 0.0, 0.0, 0.480723, 0.2571759, 0.09033466989860538, 0.316093, 0.311316496194274, 0.05330720602093105, 0.11741897100825215, 0.0390016704006257, 0.49774610326529, 0.311316496194274, 1.0, 0.18692381362328273, 0.43442212120187, 0.6251238938018687, 0.37487610619813133, 1.9910248710886538, 0.4998308886755362, 2.246914917600753, 0.9758227500201067]"
hotpotqa,5ac2ffbd554299677310267b,adaptive_k_full,1.000000,1.000000,1848.0,2067.0,"[13.0, 13.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.225372, 0.1934936, 0.02360678195434524, 0.082893, 0.03302096090020045, 0.0486573309905401, 0.015330209609002067, 0.007618515166036581, 0.10368191257121559, 0.10980512219796612, 9.0, 0.11647517023818875, 0.33606589571954837, 0.5456407860518384, 0.45435921394816164, 1.1156753545704314, 0.4001068155849845, 2.2948444975948386, 0.9966383021314785]"
hotpotqa,5a7c960655429935c91b5244,coverage_guided_ultra,1.000000,1.000000,551.0,1979.0,"[15.0, 14.0, 0.9333333333333333, 1.0, 1.0, 6.0, 0.0, 0.0, 0.0, 0.609839, 0.5390391, 0.05596039797651551, 0.15169500000000002, 0.020108586036642496, 0.031132807183535238, 0.0037091757004719234, 0.02020861243705306, 0.05936648853221918, 0.10712171573152918, 6.0, 0.11313446464273186, 0.3313312522227052, 0.5446669824137061, 0.4553330175862938, 1.0631133037558727, 0.3994082244766336, 2.2971186862350015, 0.9976259697087083]"
hotpotqa,5a7d61775542991319bc93b9,adaptive_k_full,0.666667,1.000000,641.0,1849.0,"[23.0, 16.0, 0.6956521739130435, 1.0, 0.0, 7.0, 3.0, 1.0, 0.0, 0.557608, 0.3060387, 0.10786956602587218, 0.345951, 0.17194157903043, 0.26050200140600566, 0.06257442504411698, 0.06317879226983833, 0.501868696288432, 0.26050200140600566, 2.0, 0.18220179343331416, 0.4364853203206, 0.6192543622750979, 0.38074563772490216, 2.007502826160526, 0.5099597243696196, 2.24747450212315, 0.9760657744903423]"
hotpotqa,5ac1c6805542994ab5c67e11,fixed_10_full,0.461538,0.461538,2385.0,2385.0,"[18.0, 16.0, 0.8888888888888888, 1.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.475497, 0.30186630000000003, 0.0884302528754159, 0.303946, 0.14633741117188964, 0.041055989838001045, 0.1989770703074888, 0.030452347754034183, 0.3997774959673773, 0.1989770703074888, 3.0, 0.15751907384163122, 0.41998825307760423, 0.6111931010516908, 0.3888068989483093, 1.6660488290283249, 0.48089382770932665, 2.2606754281548227, 0.9817988638219106]"
hotpotqa,5a7a230e5542996a35c170ee,coverage_guided_ultra,0.000000,0.000000,556.0,1508.0,"[14.0, 12.0, 0.8571428571428571, 1.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.578833, 0.3433603, 0.10576342506088766, 0.41769200000000006, 0.20987746033830143, 0.1769180402637721, 0.0028142832215854855, 0.044506792114478624, 0.4047488653894993, 0.20987746033830143, 1.0, 0.1685788951139663, 0.40515021684219177, 0.6083959036615473, 0.3916040963384526, 1.6799631984815022, 0.46420936997999845, 2.2559904701389963, 0.9797642124076889]"
hotpotqa,5ae4627d5542991a06ce9a4d,answer_aware_fallback,0.666667,0.666667,1136.0,1364.0,"[9.0, 9.0, 1.0, 1.0, 0.0, 5.0, 1.0, 1.0, 0.0, 0.445825, 0.2247497, 0.0784663259507542, 0.278197, 0.4496136376380867, 0.017423877081814605, 0.011421521897605591, 0.014339707284248325, 0.5625346268154545, 0.4496136376380867, 1.0, 0.19836511461416856, 0.4132637329438037, 0.6034971348126383, 0.3965028651873618, 2.285895207477709, 0.4864272505552643, 2.2515755095624845, 0.9778468193914893]"
hotpotqa,5ac2d1d755429921a00ab053,coverage_guided_ultra,1.000000,1.000000,512.0,1757.0,"[11.0, 11.0, 1.0, 1.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.349118, 0.22584429999999997, 0.05548399218702634, 0.19657799999999997, 0.16790598021299383, 0.14146219902726304, 0.03640889326817867, 0.0033627598691560114, 0.37650880218149735, 0.16790598021299383, 1.0, 0.1545834895988077, 0.3899717637328018, 0.5874852719329202, 0.41251472806707984, 1.6038718806277334, 0.4551279401216666, 2.2737338646034515, 0.9874700707138344]"
hotpotqa,5ab4e3065542990594ba9cb4,coverage_guided_ultra,0.857143,0.857143,391.0,1639.0,"[9.0, 9.0, 1.0, 1.0, 0.0, 4.0, 2.0, 1.0, 0.0, 0.372048, 0.2314017, 0.08059320906013111, 0.250939, 0.11845245774738743, 0.016954801530985195, 0.18998623833483858, 0.08848320646798265, 0.3940808712854255, 0.18998623833483858, 3.0, 0.16078014984332442, 0.4415248461873876, 0.6474079490340824, 0.3525920509659177, 1.6503852620092179, 0.49715534742132195, 2.242422124582927, 0.9738715548041315]"
hotpotqa,5ac298f9554299657fa28fc9,adaptive_k_full,0.125000,0.125000,258.0,1569.0,"[23.0, 23.0, 1.0, 1.0, 0.0, 5.0, 3.0, 2.0, 0.0, 0.275278, 0.1584391, 0.05004191213462971, 0.17364600000000002, 0.21894957097915568, 0.1505714223439578, 0.04041369088703055, 0.0018889994841579073, 0.46733483968933226, 0.21894957097915568, 1.0, 0.17374372866293736, 0.418988115938553, 0.6140554951397729, 0.385944504860227, 1.8773519924163375, 0.4829599440097896, 2.2564483214360114, 0.9799630546995147]"
hotpotqa,5ab6a2be554299710c8d1f08,coverage_guided_ultra,1.000000,1.000000,395.0,1814.0,"[18.0, 17.0, 0.9444444444444444, 1.0, 1.0, 7.0, 2.0, 1.0, 0.0, 0.345762, 0.1954757, 0.07370473301091322, 0.217092, 0.1581434628443843, 0.056362468981553795, 0.25451611223905457, 0.014761599018978364, 0.546430781867296, 0.25451611223905457, 3.0, 0.1768823439435183, 0.4647319334321351, 0.6388809453041989, 0.361119054695801, 2.2047351540232234, 0.5361603928373291, 2.237012986784933, 0.9715223961066083]"
hotpotqa,5a738d27554299623ed4abf3,coverage_guided_ultra,1.000000,1.000000,421.0,1951.0,"[10.0, 10.0, 1.0, 0.0, 0.0, 6.0, 0.0, 1.0, 0.0, 0.357385, 0.29566590000000004, 0.0612296880760469, 0.204147, 0.008749667725282233, 0.038126949927948926, 0.0077339563775759715, 0.017961022426794655, 0.0909187570826979, 0.2617009667445472, 9.0, 0.12087460880676466, 0.35590002093579276, 0.580058437581067, 0.419941562418933, 1.1000116961944277, 0.4115827125677888, 2.278872391639686, 0.9897017046507817]"
hotpotqa,5ab2a186554299295394677b,adaptive_k_full,0.000000,0.000000,390.0,1942.0,"[18.0, 16.0, 0.8888888888888888, 1.0, 0.0, 3.0, 1.0, 0.0, 0.0, 0.343201, 0.2725643, 0.04032422998161278, 0.12227699999999997, 0.013391569371884083, 0.1388195255841329, 0.0008653820938749938, 0.03683555700595274, 0.22287522472253862, 0.1388195255841329, 2.0, 0.12591560963779924, 0.3568948684769062, 0.561387900029461, 0.43861209997053907, 1.286794645870046, 0.42845231923742844, 2.2918952734501463, 0.9953574703595429]"
hotpotqa,5a8704f8554299211dda2ba4,coverage_guided_ultra,0.400000,1.000000,491.0,1912.0,"[24.0, 22.0, 0.9166666666666666, 1.0, 2.0, 3.0, 1.0, 0.0, 0.0, 0.323162, 0.23270529999999998, 0.06860287867290993, 0.170636, 0.02135770913659409, 0.018817187664391243, 0.07479220948007491, 0.23521329859327528, 0.1995469764390615, 0.23521329859327528, 5.0, 0.13887178332423028, 0.40807020725355203, 0.6421366423540849, 0.35786335764591526, 1.2492925512996953, 0.47211299676591006, 2.258917573115727, 0.9810354370784456]"
hotpotqa,5ab5ed505542997d4ad1f255,adaptive_k_full,1.000000,1.000000,238.0,1563.0,"[17.0, 16.0, 0.9411764705882353, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.489732, 0.1969698, 0.09997237501610132, 0.351281, 0.570928589514265, 0.03187661823201264, 0.049153414520594955, 0.022955412347978082, 0.656706116814911, 0.570928589514265, 1.0, 0.24863303917656412, 0.45407011633255456, 0.6259589033445736, 0.37404109665542634, 2.9129560676175634, 0.5294930458159748, 2.2046986966779234, 0.9574884782265132]"
hotpotqa,5a77c1505542997042120b1b,coverage_guided_ultra,0.000000,0.000000,440.0,2075.0,"[26.0, 22.0, 0.8461538461538461, 1.0, 0.0, 8.0, 2.0, 1.0, 0.0, 0.484111, 0.3474797, 0.07865957796740332, 0.24361300000000002, 0.008621989585033208, 0.1969259116194427, 0.022990595132108077, 0.09477578489230783, 0.29292455655830996, 0.1969259116194427, 2.0, 0.13932065671750032, 0.3881236803185913, 0.5941144187703628, 0.40588558122963725, 1.414276240640602, 0.45786236673911523, 2.2777510455758416, 0.9892147102429502]"
hotpotqa,5a88d745554299206df2b378,adaptive_k_full,1.000000,1.000000,301.0,1322.0,"[10.0, 10.0, 1.0, 1.0, 0.0, 5.0, 1.0, 0.0, 0.0, 0.362062, 0.1822933, 0.090000726058238, 0.255761, 0.04017543956559927, 0.39684087255773876, 0.13848456894123104, 0.048132640266031854, 0.5850406836398185, 0.39684087255773876, 2.0, 0.1986150889802313, 0.5010677847183632, 0.667796896539807, 0.332203103460193, 2.409874801152814, 0.5722597674029588, 2.196123557290636, 0.9537643425090631]"
hotpotqa,5ae748d1554299572ea547b0,adaptive_k_full,1.000000,1.000000,362.0,1934.0,"[38.0, 33.0, 0.868421052631579, 1.0, 0.0, 8.0, 1.0, 0.0, 0.0, 0.401062, 0.2669228, 0.05925784893294727, 0.19083699999999998, 0.1962888530950326, 0.03375537946751374, 0.040447611591225334, 0.0325386099904753, 0.39747719803920584, 0.1962888530950326, 1.0, 0.15025393109917923, 0.38670357121984333, 0.5868464589761534, 0.41315354102384655, 1.6596882254840697, 0.4600022639134865, 2.279324080173516, 0.9898978704885631]"
hotpotqa,5a7a8a9c554299042af8f666,coverage_guided_ultra,1.000000,1.000000,445.0,1621.0,"[19.0, 17.0, 0.8947368421052632, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.638753, 0.29036310000000004, 0.15879711880852876, 0.526277, 0.193201440932567, 0.24215307012256698, 0.15053079985534318, 0.0009862967375495997, 0.6494810983275225, 0.24215307012256698, 2.0, 0.21998421975795132, 0.5216802686016232, 0.6898875924661226, 0.31011240753387737, 2.852913195917729, 0.5726019785212878, 2.1675833373184474, 0.9413694824628366]"
hotpotqa,5adffe7155429906c02daa9e,answer_aware_fallback,1.000000,1.000000,1177.0,1931.0,"[24.0, 23.0, 0.9583333333333334, 1.0, 1.0, 6.0, 0.0, 0.0, 1.0, 0.508001, 0.23800729999999998, 0.10457482054782595, 0.36331600000000003, 0.35491859267993575, 0.12426156641423931, 0.0402007082663223, 0.03166922899758075, 0.6034692845092825, 0.35491859267993575, 1.0, 0.21343925165320562, 0.4622883415760778, 0.6495065487487149, 0.35049345125128517, 2.521872735035098, 0.5301693170795876, 2.2196977208441595, 0.9640024716558431]"
hotpotqa,5ab642845542995eadeeff8e,coverage_guided_ultra,1.000000,1.000000,387.0,1437.0,"[6.0, 6.0, 1.0, 1.0, 0.0, 3.0, 2.0, 1.0, 0.0, 0.373607, 0.2707788, 0.06347632329743115, 0.207158, 0.019097607914198615, 0.13623941735567052, 0.027312122096213524, 0.02126566151062482, 0.33148201184667314, 0.14894528207447927, 9.0, 0.1379749817932571, 0.38985733004208606, 0.5948700562968741, 0.40512994370312594, 1.4958460620668395, 0.4551705017542362, 2.275182204977216, 0.9880990769460781]"
hotpotqa,5a906a685542990a9849362e,answer_aware_fallback,1.000000,1.000000,1102.0,1985.0,"[18.0, 16.0, 0.8888888888888888, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.592775, 0.31210590000000005, 0.10066919630696375, 0.3663580000000001, 0.4276951625827676, 0.016989582894015427, 0.03669183079583314, 0.0023499641516596228, 0.5029412508962086, 0.4276951625827676, 1.0, 0.18992752139578264, 0.4040936105341168, 0.5969996081458249, 0.4030003918541751, 2.0118346207626834, 0.4745040601098674, 2.2581130043354696, 0.9806860172968681]"
hotpotqa,5a7633ad5542992db9473741,coverage_guided_ultra,0.857143,0.857143,424.0,1803.0,"[18.0, 17.0, 0.9444444444444444, 1.0, 0.0, 6.0, 1.0, 1.0, 0.0, 0.364231, 0.2654111, 0.07277239187006293, 0.20187700000000003, 0.022916775343120296, 0.051063748006073, 0.0038848972218180206, 0.09654861887099113, 0.2733485068541668, 0.1954830862831555, 4.0, 0.1372327683356122, 0.3984008204630477, 0.6246682975956922, 0.3753317024043079, 1.3761755249009142, 0.45796144357901153, 2.2646343750299467, 0.9835182126039251]"
hotpotqa,5a74ce9655429974ef308c6c,coverage_guided_ultra,0.666667,0.666667,532.0,1623.0,"[12.0, 11.0, 0.9166666666666666, 1.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.296677, 0.2050979, 0.05726663090744906, 0.160702, 0.09218442953110625, 0.02834732722792811, 0.09299001944876067, 0.17242320773096667, 0.21446556355902213, 0.17242320773096667, 5.0, 0.14465140793738016, 0.4031845279742016, 0.630578372572318, 0.36942162742768214, 1.27301866552242, 0.46716965995695087, 2.2634835565082487, 0.9830184184702796]"
hotpotqa,5a713a5a5542994082a3e6a9,adaptive_k_full,1.000000,1.000000,246.0,1792.0,"[17.0, 15.0, 0.8823529411764706, 1.0, 0.0, 4.0, 2.0, 1.0, 0.0, 0.495129, 0.2828459, 0.09799868061198579, 0.335823, 0.26642955674177843, 0.045911267568653776, 0.005743957635282953, 0.11405916437938396, 0.41140793611361887, 0.26642955674177843, 1.0, 0.17505256395797145, 0.42384245272779275, 0.6462480099587796, 0.3537519900412203, 1.698969560338882, 0.48171596855640836, 2.2448328789665224, 0.974918532130151]"
hotpotqa,5ab341f755429969a97a8114,adaptive_k_full,1.000000,1.000000,289.0,2086.0,"[23.0, 20.0, 0.8695652173913043, 1.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.76007, 0.2604789, 0.17290055960490702, 0.627578, 0.5945386609128107, 0.08382254266054441, 0.0150551922849211, 0.029009170208007175, 0.7167839804228557, 0.5945386609128107, 1.0, 0.2917971474848826, 0.503962892963691, 0.6760647407525139, 0.323935259247486, 3.5308737178534266, 0.5707872213496962, 2.140171166509764, 0.9294645279436359]"
hotpotqa,5a8325b35542990548d0b18f,adaptive_k_full,0.000000,0.000000,330.0,1477.0,"[33.0, 23.0, 0.696969696969697, 1.0, 1.0, 7.0, 1.0, 0.0, 0.0, 0.518007, 0.33038880000000004, 0.0736905139224853, 0.293621, 0.28763703965390436, 0.015125278229830834, 0.04444727580901414, 0.007557812925307963, 0.40586324123033085, 0.28763703965390436, 1.0, 0.1567870944777789, 0.37779428358346284, 0.5732963708212869, 0.426703629178713, 1.683114174034253, 0.4471246345724466, 2.279395872627434, 0.9899290495551419]"
hotpotqa,5ab9374b554299131ca422c6,adaptive_k_full,1.000000,1.000000,368.0,1943.0,"[17.0, 17.0, 1.0, 1.0, 3.0, 6.0, 1.0, 2.0, 0.0, 0.583579, 0.4407859, 0.06934327261306607, 0.25799599999999995, 0.13736786279149857, 0.030062767851481986, 0.01001578192498367, 0.001163509996075913, 0.28047102448854394, 0.13736786279149857, 1.0, 0.13239511517950095, 0.35683151389370665, 0.5609957124309103, 0.4390042875690896, 1.3897980957461502, 0.4255103931782551, 2.2903668795042895, 0.994693697302683]"
