retriever,query_id,ranked_doc_ids,scores,ndcg_at_10,mrr_at_10,recall_at_10
dense,261,"[""46743299"", ""32322418"", ""25822299"", ""17097974"", ""1122279"", ""29148743"", ""10697096"", ""1360607"", ""2533768"", ""15561961""]","[0.90625, 0.896484, 0.893555, 0.885254, 0.878906, 0.862793, 0.859863, 0.855469, 0.854492, 0.854004]",0.44158,0.2,1.0
dense,268,"[""4319174"", ""970012"", ""34121231"", ""13000926"", ""519974"", ""25687558"", ""25817686"", ""25308734"", ""6766459"", ""29381091""]","[0.823242, 0.817871, 0.810059, 0.80957, 0.807129, 0.807129, 0.806641, 0.805664, 0.804199, 0.802734]",0.63093,0.5,1.0
dense,269,"[""970012"", ""4319174"", ""25687558"", ""25817686"", ""13000926"", ""6766459"", ""34121231"", ""519974"", ""25308734"", ""29381091""]","[0.821289, 0.819336, 0.819336, 0.813965, 0.812012, 0.811523, 0.811035, 0.809082, 0.806641, 0.805176]",1.0,1.0,1.0
dense,274,"[""11614737"", ""5114940"", ""34369306"", ""24019260"", ""5551138"", ""8570690"", ""33417012"", ""5912283"", ""7552215"", ""39281140""]","[0.931152, 0.889648, 0.881836, 0.881348, 0.877441, 0.873535, 0.849609, 0.838867, 0.837402, 0.835938]",1.0,1.0,1.0
dense,275,"[""4961038"", ""4920376"", ""24190159"", ""14819804"", ""85665741"", ""29321530"", ""14241418"", ""7317051"", ""4702639"", ""15322518""]","[0.893555, 0.891113, 0.879883, 0.871582, 0.863281, 0.861816, 0.86084, 0.860352, 0.859375, 0.858887]",0.827812,1.0,1.0
dense,279,"[""14376683"", ""37677954"", ""83667891"", ""6903077"", ""152245"", ""87337034"", ""34287602"", ""21230110"", ""1970884"", ""14185503""]","[0.906738, 0.882812, 0.844727, 0.842773, 0.839355, 0.833496, 0.82959, 0.82959, 0.829102, 0.828613]",1.0,1.0,1.0
dense,294,"[""21170174"", ""18694784"", ""12086599"", ""406733"", ""10086360"", ""17240457"", ""35861290"", ""1259280"", ""16626264"", ""10766688""]","[0.837402, 0.833984, 0.833496, 0.833008, 0.83252, 0.831055, 0.830566, 0.830566, 0.830566, 0.828613]",0.0,0.0,0.0
dense,295,"[""29423324"", ""1022115"", ""24044977"", ""46926352"", ""20310709"", ""26702468"", ""2248870"", ""13231899"", ""42693833"", ""22791348""]","[0.883789, 0.874512, 0.871582, 0.867188, 0.866211, 0.86377, 0.861816, 0.858887, 0.858398, 0.858398]",0.386853,0.2,1.0
dense,298,"[""39381118"", ""23887844"", ""23403754"", ""40094786"", ""15836115"", ""10852047"", ""28249680"", ""13583521"", ""34436231"", ""29806339""]","[0.868164, 0.850586, 0.847656, 0.845215, 0.841797, 0.839844, 0.839355, 0.838379, 0.837402, 0.836426]",1.0,1.0,1.0
dense,300,"[""3553087"", ""16120395"", ""4421742"", ""4306711"", ""20018321"", ""13931771"", ""8327914"", ""1684489"", ""8065561"", ""16927286""]","[0.866699, 0.866211, 0.863281, 0.862305, 0.861816, 0.860352, 0.858398, 0.85791, 0.85791, 0.85791]",1.0,1.0,1.0
dense,303,"[""4085204"", ""5278233"", ""41548287"", ""6441369"", ""17587795"", ""4679264"", ""8548635"", ""4392608"", ""13450938"", ""4421547""]","[0.868652, 0.852539, 0.84668, 0.844238, 0.841309, 0.840332, 0.840332, 0.839355, 0.837891, 0.836426]",0.0,0.0,0.0
dense,312,"[""32770503"", ""1544804"", ""14464451"", ""27061085"", ""15153602"", ""15966318"", ""14275671"", ""6128334"", ""45200347"", ""4067274""]","[0.85791, 0.84668, 0.838379, 0.830566, 0.830566, 0.829102, 0.827637, 0.827148, 0.822754, 0.821777]",0.0,0.0,0.0
dense,314,"[""2638387"", ""544971"", ""25014337"", ""5633957"", ""153744"", ""20996244"", ""4391817"", ""1970884"", ""6903077"", ""984825""]","[0.887695, 0.873047, 0.864258, 0.863281, 0.85791, 0.853027, 0.852051, 0.851074, 0.849609, 0.849121]",0.0,0.0,0.0
dense,324,"[""5260382"", ""9334631"", ""3559136"", ""17682477"", ""44562221"", ""14380875"", ""24612804"", ""46266579"", ""5409325"", ""21185923""]","[0.832031, 0.830566, 0.825195, 0.822266, 0.821777, 0.821289, 0.821289, 0.819824, 0.819336, 0.818848]",0.0,0.0,0.0
dense,327,"[""17997584"", ""34469966"", ""8038329"", ""14380875"", ""23912923"", ""29015485"", ""35987381"", ""24384587"", ""195683603"", ""12827098""]","[0.854004, 0.838379, 0.837402, 0.833008, 0.831543, 0.831055, 0.830566, 0.830078, 0.830078, 0.82959]",1.0,1.0,1.0
dense,338,"[""23349986"", ""24211561"", ""36288526"", ""15948830"", ""24088502"", ""8814634"", ""21958900"", ""13624704"", ""9846940"", ""39903312""]","[0.879395, 0.863281, 0.827148, 0.826172, 0.824219, 0.822266, 0.817383, 0.81543, 0.812988, 0.8125]",1.0,1.0,1.0
dense,343,"[""5884524"", ""7873737"", ""44387884"", ""23783727"", ""13448422"", ""16760369"", ""6158879"", ""750781"", ""38630735"", ""29253460""]","[0.868652, 0.862305, 0.852539, 0.852051, 0.847168, 0.84668, 0.844238, 0.844238, 0.835449, 0.833008]",1.0,1.0,1.0
dense,350,"[""16927286"", ""30261663"", ""23342686"", ""9505448"", ""26731863"", ""1748921"", ""2566674"", ""18467982"", ""13552682"", ""20018321""]","[0.895508, 0.86377, 0.858887, 0.852539, 0.84668, 0.845215, 0.843262, 0.843262, 0.838867, 0.838379]",1.0,1.0,1.0
dense,354,"[""8774475"", ""1241113"", ""45764440"", ""16086778"", ""11255504"", ""24249915"", ""20333864"", ""4889228"", ""17648235"", ""3173489""]","[0.90625, 0.871582, 0.854492, 0.847168, 0.84668, 0.843262, 0.842773, 0.838867, 0.837891, 0.837402]",1.0,1.0,1.0
dense,362,"[""38587347"", ""15488881"", ""15879931"", ""15058155"", ""35256900"", ""13878643"", ""5003144"", ""10354110"", ""9705208"", ""21012916""]","[0.877441, 0.870605, 0.851562, 0.848633, 0.847656, 0.845215, 0.84375, 0.843262, 0.843262, 0.841309]",1.0,1.0,1.0
dense,380,"[""19005293"", ""2248870"", ""3835423"", ""26068103"", ""12966719"", ""34016987"", ""21366394"", ""696006"", ""12100963"", ""22621251""]","[0.869629, 0.86084, 0.86084, 0.858887, 0.852539, 0.851562, 0.850586, 0.849609, 0.849609, 0.847656]",1.0,1.0,1.0
dense,384,"[""28806780"", ""10365749"", ""13934676"", ""24241932"", ""25451374"", ""1781626"", ""27580223"", ""21274919"", ""31019903"", ""14395738""]","[0.820801, 0.818848, 0.816895, 0.812988, 0.811035, 0.808594, 0.808105, 0.807617, 0.807129, 0.806641]",0.0,0.0,0.0
dense,385,"[""1032372"", ""9767444"", ""9955779"", ""13400643"", ""11359243"", ""3981033"", ""26886351"", ""15215393"", ""4468861"", ""13231899""]","[0.903809, 0.889648, 0.885742, 0.85791, 0.855469, 0.85498, 0.853516, 0.852051, 0.851074, 0.850586]",0.693426,0.5,1.0
dense,386,"[""16495649"", ""21260231"", ""38799797"", ""39300105"", ""12258338"", ""42404093"", ""3610080"", ""8814634"", ""79231308"", ""24525112""]","[0.876465, 0.843262, 0.838379, 0.836426, 0.83252, 0.830078, 0.827148, 0.822754, 0.819824, 0.816895]",1.0,1.0,1.0
dense,388,"[""21602220"", ""34386619"", ""26625002"", ""38028419"", ""35612665"", ""7155555"", ""23440856"", ""3493623"", ""8065561"", ""11921405""]","[0.820312, 0.820312, 0.817871, 0.816895, 0.815918, 0.81543, 0.813965, 0.813965, 0.813965, 0.8125]",0.0,0.0,0.0
dense,399,"[""791050"", ""42387637"", ""21003930"", ""23122306"", ""471921"", ""41911192"", ""32357890"", ""12145359"", ""3580005"", ""36211049""]","[0.894531, 0.817383, 0.81543, 0.801758, 0.801758, 0.797852, 0.796387, 0.794922, 0.791016, 0.788574]",1.0,1.0,1.0
dense,410,"[""14924526"", ""15889329"", ""1410197"", ""116792"", ""30534237"", ""29723642"", ""13757347"", ""810480"", ""30101891"", ""37592824""]","[0.874512, 0.839355, 0.838379, 0.832031, 0.831543, 0.828613, 0.823242, 0.818848, 0.812988, 0.810059]",1.0,1.0,1.0
dense,411,"[""14924526"", ""1410197"", ""15889329"", ""116792"", ""29723642"", ""30534237"", ""13757347"", ""30101891"", ""599582"", ""810480""]","[0.868652, 0.833496, 0.832031, 0.829102, 0.826172, 0.820312, 0.818848, 0.815918, 0.815918, 0.81543]",1.0,1.0,1.0
dense,415,"[""20937018"", ""51386222"", ""24530130"", ""4505748"", ""4709641"", ""6947286"", ""30351165"", ""24906548"", ""27076725"", ""6917133""]","[0.885742, 0.883301, 0.869629, 0.865723, 0.864746, 0.864258, 0.85791, 0.856934, 0.856445, 0.85498]",0.0,0.0,0.0
dense,421,"[""1065627"", ""6944800"", ""17388232"", ""12866641"", ""25435456"", ""40963697"", ""2565138"", ""5483793"", ""8702697"", ""4346436""]","[0.869629, 0.849121, 0.84668, 0.841309, 0.837891, 0.837402, 0.836914, 0.835938, 0.835938, 0.835938]",0.0,0.0,0.0
dense,431,"[""29429111"", ""13380011"", ""14496749"", ""19922508"", ""14848619"", ""33912020"", ""44408494"", ""29073751"", ""4399311"", ""2543135""]","[0.870117, 0.862305, 0.855957, 0.85498, 0.854004, 0.852051, 0.848145, 0.847168, 0.846191, 0.846191]",0.0,0.0,0.0
dense,436,"[""14637235"", ""5389523"", ""14332945"", ""12588500"", ""12086599"", ""406733"", ""28271439"", ""39637840"", ""11532659"", ""52944377""]","[0.879883, 0.861328, 0.85791, 0.854004, 0.852539, 0.851074, 0.848633, 0.848145, 0.848145, 0.845703]",1.0,1.0,1.0
dense,437,"[""3391547"", ""1617327"", ""5765455"", ""8083310"", ""5836"", ""39851630"", ""2359152"", ""3863543"", ""6000423"", ""12240507""]","[0.860352, 0.859863, 0.858398, 0.856934, 0.853516, 0.851562, 0.851074, 0.850098, 0.847656, 0.845703]",0.0,0.0,0.0
dense,439,"[""4423559"", ""22682497"", ""22178316"", ""9629682"", ""39291138"", ""19485649"", ""17049436"", ""29422484"", ""35008773"", ""18575183""]","[0.876953, 0.846191, 0.842773, 0.841797, 0.840332, 0.839844, 0.836426, 0.835938, 0.834961, 0.833008]",1.0,1.0,1.0
dense,440,"[""4423559"", ""22682497"", ""29422484"", ""17049436"", ""22178316"", ""4932668"", ""9629682"", ""5395426"", ""19485649"", ""39291138""]","[0.875, 0.84082, 0.837891, 0.837402, 0.836914, 0.834473, 0.833984, 0.833008, 0.83252, 0.832031]",1.0,1.0,1.0
dense,443,"[""10165258"", ""29125354"", ""9911547"", ""40234452"", ""19583924"", ""92499"", ""23727313"", ""11289247"", ""54561384"", ""13116880""]","[0.918457, 0.864258, 0.863281, 0.862305, 0.854492, 0.854004, 0.853516, 0.853516, 0.853027, 0.851074]",1.0,1.0,1.0
dense,452,"[""54561709"", ""9154703"", ""12804937"", ""21855837"", ""4381486"", ""12232678"", ""18037805"", ""36651210"", ""20155713"", ""12014458""]","[0.835449, 0.828613, 0.82373, 0.819824, 0.818359, 0.815918, 0.811523, 0.809082, 0.808594, 0.808594]",0.306574,0.333333,0.5
dense,475,"[""23887844"", ""8477699"", ""195689757"", ""18678095"", ""23576165"", ""6061927"", ""13613916"", ""20672596"", ""9451684"", ""5785219""]","[0.827637, 0.824707, 0.824707, 0.822754, 0.822266, 0.821777, 0.819336, 0.816895, 0.813965, 0.8125]",0.430677,0.25,1.0
dense,478,"[""14767844"", ""10562341"", ""1605392"", ""2388819"", ""6961811"", ""22198971"", ""19561411"", ""25738896"", ""34905328"", ""301838""]","[0.899902, 0.875, 0.865234, 0.86377, 0.861816, 0.861328, 0.860352, 0.860352, 0.859863, 0.859375]",1.0,1.0,1.0
dense,491,"[""56893404"", ""13450938"", ""17695748"", ""1576955"", ""14479433"", ""16572581"", ""21472388"", ""12280462"", ""834336"", ""25969485""]","[0.891602, 0.865234, 0.851562, 0.851074, 0.850586, 0.849609, 0.849121, 0.848633, 0.848145, 0.848145]",1.0,1.0,1.0
dense,501,"[""17930286"", ""26132041"", ""14566771"", ""22995579"", ""42095718"", ""8672737"", ""41735503"", ""24865781"", ""24055603"", ""24510595""]","[0.838379, 0.817871, 0.817383, 0.812988, 0.810547, 0.803711, 0.79834, 0.79834, 0.796875, 0.796387]",1.0,1.0,1.0
dense,502,"[""17626822"", ""21323587"", ""36211049"", ""39059143"", ""21377587"", ""10577574"", ""12258338"", ""15041758"", ""3222122"", ""15968271""]","[0.840332, 0.822754, 0.822266, 0.821289, 0.814941, 0.814453, 0.812988, 0.812988, 0.8125, 0.810547]",0.0,0.0,0.0
dense,507,"[""7433668"", ""24707550"", ""30774694"", ""7386360"", ""16066726"", ""21878751"", ""1386103"", ""11837657"", ""23801039"", ""21258863""]","[0.92041, 0.883789, 0.873535, 0.87207, 0.871582, 0.865234, 0.863281, 0.859863, 0.859863, 0.858887]",0.5,0.333333,1.0
dense,508,"[""25516011"", ""12742164"", ""24795767"", ""40234452"", ""25985964"", ""8764879"", ""4417177"", ""54561384"", ""27910499"", ""14550841""]","[0.873535, 0.839844, 0.839355, 0.836914, 0.835938, 0.834961, 0.834473, 0.833984, 0.833984, 0.83252]",0.0,0.0,0.0
dense,513,"[""12770738"", ""13230773"", ""2774906"", ""24918110"", ""2820454"", ""6647414"", ""6993046"", ""24443043"", ""26107000"", ""2032877""]","[0.87207, 0.841797, 0.836914, 0.836914, 0.834473, 0.833008, 0.831055, 0.828613, 0.827637, 0.827148]",0.63093,0.5,1.0
dense,514,"[""16256507"", ""3034412"", ""4462079"", ""9555784"", ""44572913"", ""13312471"", ""3150030"", ""36960449"", ""26409363"", ""30720103""]","[0.893555, 0.87793, 0.875977, 0.867676, 0.861816, 0.861328, 0.860352, 0.859375, 0.858398, 0.856934]",1.0,1.0,1.0
dense,516,"[""29564505"", ""21287352"", ""3553087"", ""9334631"", ""21395936"", ""27054878"", ""18988265"", ""25319221"", ""21048969"", ""20887554""]","[0.873047, 0.854492, 0.852539, 0.848145, 0.848145, 0.84668, 0.845703, 0.845215, 0.842285, 0.84082]",1.0,1.0,1.0
dense,517,"[""27166444"", ""23342845"", ""30915421"", ""43417006"", ""19658917"", ""6176498"", ""17656445"", ""26244918"", ""36642096"", ""23577867""]","[0.841797, 0.841309, 0.838379, 0.837402, 0.835449, 0.83252, 0.832031, 0.831543, 0.830566, 0.830078]",0.0,0.0,0.0
dense,521,"[""34873974"", ""25028913"", ""29526125"", ""3056682"", ""19994006"", ""23633726"", ""43483151"", ""10071590"", ""34054472"", ""24338780""]","[0.852539, 0.847168, 0.837891, 0.833984, 0.833984, 0.827637, 0.823242, 0.822754, 0.822266, 0.822266]",1.0,1.0,1.0
dense,525,"[""13639330"", ""2754534"", ""502591"", ""6455142"", ""23195302"", ""20028729"", ""2151983"", ""4547102"", ""7426741"", ""40760684""]","[0.899902, 0.86084, 0.855957, 0.85498, 0.850098, 0.848633, 0.848633, 0.847168, 0.845703, 0.845703]",1.0,1.0,1.0
dense,527,"[""1617327"", ""3863543"", ""16630060"", ""9412420"", ""21676556"", ""7506409"", ""4380004"", ""25827024"", ""18489989"", ""27127885""]","[0.866211, 0.861328, 0.86084, 0.86084, 0.850098, 0.849121, 0.848145, 0.847656, 0.846191, 0.846191]",0.63093,0.5,1.0
dense,528,"[""5476778"", ""22937651"", ""20864487"", ""19327364"", ""24512064"", ""23326722"", ""6144337"", ""18938992"", ""10450300"", ""13469921""]","[0.880859, 0.876953, 0.866699, 0.865234, 0.864746, 0.857422, 0.854492, 0.854492, 0.853516, 0.852051]",1.0,1.0,1.0
dense,532,"[""12991445"", ""34338075"", ""23195674"", ""21372171"", ""11718220"", ""36288526"", ""6212802"", ""17897801"", ""19482914"", ""750781""]","[0.87793, 0.836914, 0.836426, 0.831543, 0.82959, 0.828613, 0.827148, 0.82666, 0.825684, 0.824707]",1.0,1.0,1.0
dense,533,"[""12991445"", ""21372171"", ""1387104"", ""14973286"", ""23195674"", ""29981186"", ""72933407"", ""19482914"", ""34338075"", ""27054878""]","[0.875488, 0.835449, 0.83252, 0.82959, 0.829102, 0.825684, 0.825684, 0.825195, 0.824219, 0.82373]",1.0,1.0,1.0
dense,535,"[""43417006"", ""43557480"", ""11953232"", ""39368721"", ""13448422"", ""9288638"", ""3801693"", ""31890716"", ""2533768"", ""43483151""]","[0.856934, 0.84082, 0.835938, 0.835449, 0.833008, 0.832031, 0.829102, 0.826172, 0.826172, 0.825195]",0.430677,0.25,1.0
dense,536,"[""16056514"", ""41911192"", ""25440070"", ""11886686"", ""2436602"", ""10017612"", ""4462155"", ""25007443"", ""2158500"", ""14419116""]","[0.870117, 0.841797, 0.84082, 0.839355, 0.833008, 0.833008, 0.83252, 0.832031, 0.82373, 0.822754]",1.0,1.0,1.0
dense,539,"[""13282296"", ""24921368"", ""11953232"", ""10190462"", ""21472388"", ""41264017"", ""3202143"", ""30915421"", ""7011850"", ""1904291""]","[0.905762, 0.854004, 0.841797, 0.841797, 0.836914, 0.827637, 0.826172, 0.825195, 0.824219, 0.823242]",1.0,1.0,1.0
dense,540,"[""11886686"", ""45154987"", ""2225918"", ""22545779"", ""17150648"", ""46451940"", ""23869951"", ""15535511"", ""11742219"", ""4469125""]","[0.867188, 0.866699, 0.864258, 0.861328, 0.854492, 0.850098, 0.849121, 0.844727, 0.843262, 0.842773]",0.613147,1.0,0.5
dense,544,"[""22495397"", ""24221369"", ""11784947"", ""1970884"", ""15419873"", ""26731863"", ""5633957"", ""7820043"", ""10627801"", ""153744""]","[0.853027, 0.852539, 0.852539, 0.852051, 0.851074, 0.850098, 0.849609, 0.848145, 0.84668, 0.845703]",0.63093,0.5,1.0
dense,549,"[""9433958"", ""15419873"", ""44366096"", ""2947124"", ""10559501"", ""31272411"", ""2274272"", ""10627801"", ""37727521"", ""4402497""]","[0.867188, 0.86084, 0.858398, 0.855469, 0.854004, 0.852051, 0.851562, 0.851074, 0.851074, 0.849609]",1.0,1.0,1.0
dense,551,"[""8903143"", ""9283422"", ""34905328"", ""5914739"", ""33499189"", ""2825380"", ""25479072"", ""6163801"", ""2714623"", ""40094786""]","[0.875977, 0.869141, 0.864258, 0.862793, 0.859863, 0.859863, 0.855957, 0.855957, 0.853027, 0.850586]",0.386853,0.2,1.0
dense,552,"[""1471041"", ""27772649"", ""21060008"", ""11415809"", ""13578199"", ""10675756"", ""40096222"", ""26735018"", ""26008462"", ""44420873""]","[0.90625, 0.890625, 0.878906, 0.876465, 0.871094, 0.855469, 0.851562, 0.851562, 0.84375, 0.843262]",1.0,1.0,1.0
dense,554,"[""9225850"", ""52925737"", ""9878167"", ""40094786"", ""36089763"", ""43054703"", ""2236768"", ""36345578"", ""12489688"", ""7869794""]","[0.869629, 0.866699, 0.865723, 0.85791, 0.857422, 0.85498, 0.853027, 0.853027, 0.853027, 0.851562]",0.0,0.0,0.0
dense,560,"[""29347970"", ""11233339"", ""40312663"", ""1855679"", ""45096063"", ""20310709"", ""39084565"", ""2388819"", ""19005293"", ""1022115""]","[0.875488, 0.874023, 0.869141, 0.868652, 0.867676, 0.865723, 0.862305, 0.862305, 0.859863, 0.85791]",0.0,0.0,0.0
dense,569,"[""37311371"", ""21320417"", ""991137"", ""24879055"", ""3155731"", ""6961811"", ""10765888"", ""13636631"", ""17463549"", ""19005293""]","[0.867188, 0.854004, 0.851562, 0.848633, 0.848145, 0.847656, 0.847168, 0.847168, 0.84668, 0.842773]",0.0,0.0,0.0
dense,575,"[""10300888"", ""4421746"", ""36066871"", ""8250852"", ""39462488"", ""13583615"", ""9696379"", ""335029"", ""9704467"", ""6106004""]","[0.842285, 0.839844, 0.82959, 0.827637, 0.823242, 0.822754, 0.822266, 0.821777, 0.821289, 0.820801]",1.0,1.0,1.0
dense,577,"[""8133050"", ""5289038"", ""7386360"", ""21392703"", ""26474812"", ""42065070"", ""40900567"", ""21878751"", ""40473317"", ""36444198""]","[0.862793, 0.85791, 0.85498, 0.852539, 0.851074, 0.850098, 0.848633, 0.838867, 0.838379, 0.837891]",0.63093,0.5,1.0
dense,578,"[""8764879"", ""3559136"", ""1617327"", ""6374918"", ""19510470"", ""10795340"", ""24612804"", ""5836"", ""12058271"", ""3863543""]","[0.898926, 0.870117, 0.862793, 0.860352, 0.859863, 0.85791, 0.856445, 0.853516, 0.853027, 0.852539]",1.0,1.0,1.0
dense,587,"[""42855554"", ""40558887"", ""7142113"", ""1744097"", ""16999023"", ""39048693"", ""2682251"", ""9675944"", ""1381673"", ""18489989""]","[0.85791, 0.855957, 0.855469, 0.853516, 0.851074, 0.850098, 0.849609, 0.848633, 0.847656, 0.847656]",0.386853,0.2,1.0
dense,589,"[""10984005"", ""22057077"", ""12206390"", ""32463364"", ""26199970"", ""4647303"", ""1068106"", ""43417006"", ""9976969"", ""10072941""]","[0.887207, 0.824219, 0.823242, 0.821289, 0.819824, 0.819824, 0.818359, 0.817383, 0.814941, 0.814941]",1.0,1.0,1.0
dense,593,"[""19675911"", ""13481731"", ""33533307"", ""20945963"", ""31889025"", ""74137632"", ""30058568"", ""26341063"", ""27240667"", ""12561083""]","[0.86084, 0.833984, 0.821289, 0.819824, 0.812012, 0.810547, 0.810547, 0.810059, 0.808594, 0.808105]",1.0,1.0,1.0
dense,597,"[""12779444"", ""36355784"", ""25742130"", ""5433667"", ""9764256"", ""23136735"", ""27873158"", ""76415938"", ""46695481"", ""32423829""]","[0.847168, 0.833496, 0.816406, 0.807129, 0.806641, 0.805176, 0.803711, 0.80127, 0.800781, 0.799805]",1.0,1.0,1.0
dense,598,"[""76415938"", ""36355784"", ""27446873"", ""46695481"", ""6561200"", ""27873158"", ""7650066"", ""9764256"", ""28617573"", ""5433667""]","[0.865723, 0.865723, 0.862305, 0.861328, 0.859863, 0.85498, 0.853516, 0.850586, 0.849609, 0.848145]",0.0,0.0,0.0
dense,613,"[""9638032"", ""33911859"", ""21114100"", ""36830715"", ""14188138"", ""29073751"", ""7549811"", ""24632480"", ""2991954"", ""3113630""]","[0.930664, 0.855469, 0.849121, 0.848145, 0.84668, 0.845215, 0.844727, 0.844238, 0.844238, 0.84375]",1.0,1.0,1.0
dense,619,"[""1171121"", ""2565138"", ""5254741"", ""12866641"", ""3559136"", ""20888849"", ""49556906"", ""20501163"", ""6212802"", ""2931832""]","[0.852539, 0.838867, 0.834961, 0.83252, 0.831055, 0.830078, 0.827637, 0.826172, 0.826172, 0.825195]",0.60526,0.5,1.0
dense,623,"[""22843838"", ""25599283"", ""23267371"", ""17000834"", ""9555784"", ""38551172"", ""3150030"", ""52176296"", ""4462079"", ""2425364""]","[0.876953, 0.853516, 0.848145, 0.84668, 0.836426, 0.833496, 0.82959, 0.829102, 0.828613, 0.827148]",0.430677,0.25,1.0
dense,628,"[""24512064"", ""23326722"", ""28738741"", ""29134911"", ""20864487"", ""19327364"", ""1259359"", ""21216726"", ""5735492"", ""39443128""]","[0.876465, 0.859863, 0.859863, 0.852051, 0.850586, 0.849609, 0.849609, 0.837402, 0.835938, 0.834473]",1.0,1.0,1.0
dense,636,"[""24294572"", ""42708716"", ""34071621"", ""6492658"", ""3155374"", ""14328288"", ""19752008"", ""15113221"", ""35660758"", ""22025252""]","[0.90332, 0.883301, 0.869141, 0.868164, 0.866211, 0.865234, 0.856934, 0.856445, 0.852539, 0.851074]",1.0,1.0,1.0
dense,637,"[""6129301"", ""31019903"", ""31612088"", ""25649714"", ""24318630"", ""27188320"", ""15041758"", ""36033696"", ""22446093"", ""20334484""]","[0.830566, 0.822266, 0.811523, 0.808105, 0.803711, 0.800293, 0.799316, 0.79834, 0.795898, 0.79248]",0.430677,0.25,1.0
dense,641,"[""5912283"", ""24865781"", ""24346598"", ""17973630"", ""26150367"", ""31554917"", ""21373821"", ""6191684"", ""7627167"", ""24697979""]","[0.864258, 0.821777, 0.817871, 0.81543, 0.813965, 0.812988, 0.802246, 0.80127, 0.79834, 0.796387]",0.831555,1.0,1.0
dense,644,"[""13619127"", ""24921368"", ""31890716"", ""11481946"", ""23377475"", ""1711571"", ""3825750"", ""2533768"", ""43417006"", ""25837950""]","[0.854004, 0.839355, 0.837891, 0.836426, 0.835938, 0.835938, 0.835449, 0.834473, 0.833984, 0.833984]",1.0,1.0,1.0
dense,649,"[""9973014"", ""12789595"", ""39059143"", ""15041758"", ""33417012"", ""15040589"", ""6710713"", ""22467585"", ""17374970"", ""3222122""]","[0.808105, 0.806152, 0.805664, 0.804688, 0.804199, 0.800781, 0.800293, 0.79834, 0.796875, 0.796875]",0.63093,0.5,1.0
dense,659,"[""17925632"", ""13162391"", ""2526777"", ""10617916"", ""38376189"", ""12885341"", ""12409683"", ""33339202"", ""32263707"", ""27437459""]","[0.814453, 0.811523, 0.807617, 0.802734, 0.801758, 0.800293, 0.799805, 0.798828, 0.798828, 0.79834]",0.0,0.0,0.0
dense,660,"[""17925632"", ""27437459"", ""18025240"", ""13162391"", ""38886345"", ""10617916"", ""8756719"", ""9110810"", ""33339202"", ""27264454""]","[0.805664, 0.804688, 0.800781, 0.795898, 0.794922, 0.790527, 0.790527, 0.790039, 0.789551, 0.788086]",0.0,0.0,0.0
dense,674,"[""7662206"", ""9814332"", ""30981192"", ""15360986"", ""21571708"", ""24384587"", ""9617381"", ""7757997"", ""43629704"", ""970012""]","[0.844727, 0.844238, 0.830566, 0.822754, 0.821777, 0.820312, 0.819336, 0.816895, 0.813477, 0.811035]",0.0,0.0,0.0
dense,684,"[""12881593"", ""34386619"", ""4942718"", ""12824568"", ""10660080"", ""26625002"", ""12880573"", ""10993232"", ""31407112"", ""26030079""]","[0.855957, 0.855469, 0.847168, 0.834473, 0.833496, 0.832031, 0.828613, 0.827148, 0.82373, 0.823242]",0.5,0.333333,1.0
dense,690,"[""19487477"", ""11457219"", ""27162821"", ""13580614"", ""21472388"", ""27889071"", ""25643818"", ""17168045"", ""4391121"", ""56893404""]","[0.848633, 0.84082, 0.831543, 0.828613, 0.828125, 0.82666, 0.826172, 0.824707, 0.824219, 0.82373]",0.0,0.0,0.0
dense,691,"[""33076846"", ""29073751"", ""28195565"", ""23700330"", ""45764440"", ""10991183"", ""13023410"", ""8764879"", ""24624992"", ""19510470""]","[0.870605, 0.85498, 0.852539, 0.850586, 0.850098, 0.849121, 0.848633, 0.846191, 0.844727, 0.844727]",0.356207,0.166667,1.0
dense,692,"[""24088502"", ""14021596"", ""3899896"", ""23203102"", ""43587663"", ""42373943"", ""3698758"", ""30398773"", ""8137081"", ""13959707""]","[0.85498, 0.837891, 0.833008, 0.83252, 0.832031, 0.830566, 0.828613, 0.827148, 0.82666, 0.82373]",1.0,1.0,1.0
dense,693,"[""24088502"", ""3698758"", ""27243019"", ""118568"", ""623486"", ""14021596"", ""19052713"", ""38735355"", ""8137081"", ""43587663""]","[0.876953, 0.84082, 0.826172, 0.825684, 0.825195, 0.821777, 0.821777, 0.819824, 0.819336, 0.818848]",1.0,1.0,1.0
dense,700,"[""4350400"", ""16557565"", ""1669173"", ""7681810"", ""11335860"", ""13910150"", ""949309"", ""23418635"", ""38675228"", ""1354567""]","[0.862793, 0.855957, 0.849609, 0.838867, 0.837891, 0.830566, 0.830566, 0.829102, 0.828613, 0.828613]",1.0,1.0,1.0
dense,702,"[""4350400"", ""16557565"", ""1669173"", ""38675228"", ""25742205"", ""1354567"", ""14926162"", ""20402596"", ""7681810"", ""13953762""]","[0.859375, 0.853027, 0.851562, 0.844238, 0.82959, 0.82959, 0.82666, 0.82666, 0.825195, 0.822754]",1.0,1.0,1.0
dense,715,"[""5409325"", ""13290521"", ""2000038"", ""19358586"", ""12652963"", ""153744"", ""19047331"", ""5633957"", ""12014458"", ""6913227""]","[0.87207, 0.860352, 0.855957, 0.854492, 0.853027, 0.849121, 0.849121, 0.848145, 0.848145, 0.846191]",0.0,0.0,0.0
