mode,method_name,budget_mode,compression_mode,query_id,docs_used,prompt_tokens,completion_tokens,total_tokens,token_source,generation_time_ms,answer_f1,answer_coverage,semantic_similarity,ndcg_at_10,mrr_at_10,selected_doc_ids,answer,fallback_used,fallback_reason,first_pass_tokens,fallback_tokens
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_3405,3,1388,80,1468,provider,19449,0.333333,0.295455,0.765869,0.553146,1.0,"[""bioasq_16115318"", ""bioasq_28823509"", ""bioasq_24126360""]","The drug Chloroquine is used for treating Severe Acute Respiratory Syndrome (SARS) and historically, it was also used to treat the most deadly form of malaria caused by Plasmodium falciparum. However, the documents do not provide information on whether Hydroxychloroquine is used for similar purposes.",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_3405,3,1388,80,1468,provider,7147,0.333333,0.295455,0.765869,0.553146,1.0,"[""bioasq_16115318"", ""bioasq_28823509"", ""bioasq_24126360""]","The drug Chloroquine is used for treating Severe Acute Respiratory Syndrome (SARS) and historically, it was also used to treat the most deadly form of malaria caused by Plasmodium falciparum. However, the documents do not provide information on whether Hydroxychloroquine is used for similar purposes.",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_3405,3,1019,52,1071,provider,12959,0.275862,0.227273,0.758638,0.553146,1.0,"[""bioasq_16115318"", ""bioasq_28823509"", ""bioasq_24126360""]",The drug Chloroquine is used for treating severe acute respiratory syndrome (SARS) and historically was used to treat the most deadly form of malaria caused by the parasite Plasmodium falciparum.,False,,1071,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_3405,3,1041,53,1094,provider,13038,0.318182,0.272727,0.758101,0.553146,1.0,"[""bioasq_16115318"", ""bioasq_28823509"", ""bioasq_24126360""]",The drug chloroquine is used for treating severe acute respiratory syndrome (SARS) and historically has been used to treat the most deadly form of malaria caused by the parasite Plasmodium falciparum.,False,,1094,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_3405,3,1041,53,1094,provider,4522,0.318182,0.272727,0.758101,0.553146,1.0,"[""bioasq_16115318"", ""bioasq_28823509"", ""bioasq_24126360""]",The drug chloroquine is used for treating severe acute respiratory syndrome (SARS) and historically has been used to treat the most deadly form of malaria caused by the parasite Plasmodium falciparum.,False,ultra_route:focused_or_concentrated,1094,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_4711,0,79,29,108,provider,2723,0.153846,0.222222,0.757158,0.0,0.0,[],The evidence provided in the documents is insufficient to determine whether METTL3 can methylate long noncoding RNAs.,False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_4711,3,1277,80,1357,provider,17610,0.156863,0.444444,0.620755,1.0,1.0,"[""bioasq_34505967"", ""bioasq_25483404"", ""bioasq_25404635""]","The documents provided do not mention METTL3 methylating long noncoding RNAs directly. However, they do show that METTL3 regulates the m6A modification and expression of a specific long noncoding RNA (RP11-44 N12.5) during osteogenic differentiation of human adipose-derived stem",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,bioasq_4711,5,2065,80,2145,provider,14442,0.291667,0.777778,0.806789,1.0,1.0,"[""bioasq_34505967"", ""bioasq_25483404"", ""bioasq_25404635"", ""bioasq_26874353"", ""bioasq_26052092""]","Yes, based on Document 1, METTL3 can methylate long noncoding RNAs (lncRNAs) as it is shown to regulate the m6A modification and expression of a lncRNA named RP11-44 N12.5 during osteogenic differentiation of human adipose-derived stem",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,bioasq_4711,7,2748,80,2828,provider,13861,0.192308,0.555556,0.637219,1.0,1.0,"[""bioasq_34505967"", ""bioasq_25483404"", ""bioasq_25404635"", ""bioasq_26874353"", ""bioasq_26052092"", ""bioasq_29349062"", ""bioasq_28969093""]","The documents provided do not mention METTL3 methylating long noncoding RNAs directly. However, they do discuss that METTL3 can regulate the m6A modification and expression of a specific long non-coding RNA (RP11-44 N12.5) in osteogenic differentiation of human adipose-der",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,bioasq_4711,10,3705,80,3785,provider,17090,0.235294,0.666667,0.84289,1.0,1.0,"[""bioasq_34505967"", ""bioasq_25483404"", ""bioasq_25404635"", ""bioasq_26874353"", ""bioasq_26052092"", ""bioasq_29349062"", ""bioasq_28969093"", ""bioasq_27612318"", ""bioasq_29887379"", ""bioasq_23124062""]","Based on the provided documents, there is no evidence that METTL3 can directly methylate long noncoding RNAs (lncRNAs). However, it is shown that METTL3 regulates the m6A modification and expression of lncRNA RP11-44 N12.5, which in turn regulates the phosph",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_4711,7,2748,80,2828,provider,7303,0.115385,0.333333,0.654203,1.0,1.0,"[""bioasq_34505967"", ""bioasq_25483404"", ""bioasq_25404635"", ""bioasq_26874353"", ""bioasq_26052092"", ""bioasq_29349062"", ""bioasq_28969093""]","The documents provided do not mention METTL3 methylating long noncoding RNAs directly. However, they do discuss that METTL3 can regulate the m6A modification of a specific long noncoding RNA (RP11-44 N12.5) in the context of osteogenic differentiation of human adipose-der",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_4711,1,802,63,865,provider,5672,0.388889,0.777778,0.915451,1.0,1.0,"[""bioasq_34505967""]","Yes, according to the provided document, METTL3 can methylate long noncoding RNAs (lncRNAs). Specifically, it regulates the m6A modification and expression of lncRNA RP11-44 N12.5.",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_4711,3,757,80,837,provider,12884,0.12766,0.333333,0.810034,1.0,1.0,"[""bioasq_34505967"", ""bioasq_25483404"", ""bioasq_25404635""]","The documents provided do not explicitly mention whether METTL3 can methylate long noncoding RNAs (lncRNAs). However, they do suggest that METTL3 is involved in the N6-methyladenosine (m6A) modification of lncRNAs during osteogenic differentiation. Therefore, it's plaus",False,,837,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_4711,3,586,80,666,provider,11311,0.163265,0.444444,0.873856,1.0,1.0,"[""bioasq_34505967"", ""bioasq_29887379"", ""bioasq_26874353""]","The documents provided do not explicitly state whether METTL3 can methylate long noncoding RNAs (lncRNAs). However, the first document mentions a study exploring the regulatory mechanism of METTL3-mediated lncRNA N6-methyladenosine (m6A) modification. This suggests that METTL3 may be",False,,666,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_4711,3,586,80,666,provider,6917,0.163265,0.444444,0.873856,1.0,1.0,"[""bioasq_34505967"", ""bioasq_29887379"", ""bioasq_26874353""]","The documents provided do not explicitly state whether METTL3 can methylate long noncoding RNAs (lncRNAs). However, the first document mentions a study exploring the regulatory mechanism of METTL3-mediated lncRNA N6-methyladenosine (m6A) modification. This suggests that METTL3 may be",False,ultra_route:focused_or_concentrated,666,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_3049,0,88,43,131,provider,4181,0.293103,0.266667,0.802337,0.0,0.0,[],"The provided documents do not contain information about a ploidy-agnostic method for estimating telomere length from whole genome sequencing data. Therefore, the evidence is insufficient to answer this question.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_3049,3,899,36,935,provider,10513,0.285714,0.266667,0.834032,0.0,0.0,"[""bioasq_28222791"", ""bioasq_19822671"", ""bioasq_15004568""]",The provided documents do not contain enough evidence to determine which ploidy-agnostic method has been developed for estimating telomere length from whole genome sequencing data.,False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,bioasq_3049,5,1841,36,1877,provider,11751,0.285714,0.266667,0.834032,0.0,0.0,"[""bioasq_28222791"", ""bioasq_19822671"", ""bioasq_15004568"", ""bioasq_21724593"", ""bioasq_32967423""]",The provided documents do not contain enough evidence to determine which ploidy-agnostic method has been developed for estimating telomere length from whole genome sequencing data.,False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,bioasq_3049,7,2623,36,2659,provider,10617,0.285714,0.266667,0.828636,0.0,0.0,"[""bioasq_28222791"", ""bioasq_19822671"", ""bioasq_15004568"", ""bioasq_21724593"", ""bioasq_32967423"", ""bioasq_32689928"", ""bioasq_22630332""]",The provided documents do not contain enough evidence to answer which ploidy-agnostic method has been developed for estimating telomere length from whole genome sequencing data.,False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,bioasq_3049,10,3854,36,3890,provider,15845,0.285714,0.25,0.816307,0.0,0.0,"[""bioasq_28222791"", ""bioasq_19822671"", ""bioasq_15004568"", ""bioasq_21724593"", ""bioasq_32967423"", ""bioasq_32689928"", ""bioasq_22630332"", ""bioasq_25367294"", ""bioasq_26947740"", ""bioasq_20840734""]",The provided documents do not contain enough evidence to answer the question about a ploidy-agnostic method for estimating telomere length from whole genome sequencing data.,False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_3049,7,2623,36,2659,provider,3352,0.285714,0.266667,0.828636,0.0,0.0,"[""bioasq_28222791"", ""bioasq_19822671"", ""bioasq_15004568"", ""bioasq_21724593"", ""bioasq_32967423"", ""bioasq_32689928"", ""bioasq_22630332""]",The provided documents do not contain enough evidence to answer which ploidy-agnostic method has been developed for estimating telomere length from whole genome sequencing data.,False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_3049,3,899,36,935,provider,3284,0.285714,0.266667,0.834032,0.0,0.0,"[""bioasq_28222791"", ""bioasq_19822671"", ""bioasq_15004568""]",The provided documents do not contain enough evidence to determine which ploidy-agnostic method has been developed for estimating telomere length from whole genome sequencing data.,False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_3049,3,835,44,879,provider,10402,0.307692,0.266667,0.79378,0.0,0.0,"[""bioasq_28222791"", ""bioasq_19822671"", ""bioasq_15004568""]","The provided documents do not contain any information about a ploidy-agnostic method for estimating telomere length from whole genome sequencing data. Therefore, the evidence is insufficient to answer the question.",False,,879,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_3049,3,859,44,903,provider,10499,0.290598,0.266667,0.797256,0.0,0.0,"[""bioasq_28222791"", ""bioasq_19822671"", ""bioasq_15004568""]","The provided documents do not contain any information about a ploidy-agnostic method for estimating telomere length from whole genome sequencing data. Therefore, the evidence is insufficient to answer this question.",False,,903,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_3049,3,859,44,903,provider,3655,0.290598,0.266667,0.797256,0.0,0.0,"[""bioasq_28222791"", ""bioasq_19822671"", ""bioasq_15004568""]","The provided documents do not contain any information about a ploidy-agnostic method for estimating telomere length from whole genome sequencing data. Therefore, the evidence is insufficient to answer this question.",False,ultra_route:focused_or_concentrated,903,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_656,0,73,21,94,provider,2024,0.130435,0.108696,0.550198,0.0,0.0,[],The evidence in the provided documents is insufficient to determine what symptoms characterize Muenke syndrome.,False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_656,3,1375,80,1455,provider,18518,0.403101,0.434783,0.810323,0.469,1.0,"[""bioasq_18000976"", ""bioasq_23044018"", ""bioasq_22872265""]","The documents provide evidence that Muenke syndrome is characterized by coronal suture craniosynostosis, hearing loss, and developmental delay. Additionally, there are reports of carpal and tarsal fusions, feeding and swallowing difficulties in children, and a pattern of mild-to-moderate, low frequency sensorineural hearing loss that was not previously recognized as characteristic",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,bioasq_656,5,2083,80,2163,provider,13787,0.508197,0.543478,0.91512,0.648932,1.0,"[""bioasq_18000976"", ""bioasq_23044018"", ""bioasq_22872265"", ""bioasq_14963686"", ""bioasq_17414289""]","The documents provide evidence that Muenke syndrome is characterized by coronal suture craniosynostosis, hearing loss, developmental delay, carpal and tarsal fusions, and the presence of the Pro250Arg mutation in the FGFR3 gene. Additionally, a majority of the patients demonstrated mild-to-moderate, low frequency sensorineural",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,bioasq_656,7,2926,80,3006,provider,15472,0.52459,0.543478,0.890255,0.800694,1.0,"[""bioasq_18000976"", ""bioasq_23044018"", ""bioasq_22872265"", ""bioasq_14963686"", ""bioasq_17414289"", ""bioasq_23378035"", ""bioasq_22016144""]","The documents provide evidence that Muenke syndrome is characterized by coronal suture craniosynostosis, hearing loss, developmental delay, carpal and tarsal fusions, and the presence of the Pro250Arg mutation in the FGFR3 gene. Additionally, mild-to-moderate, low frequency sensorineural hearing loss is a characteristic sympt",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,bioasq_656,10,4096,80,4176,provider,45657,0.20339,0.23913,0.729707,1.0,1.0,"[""bioasq_18000976"", ""bioasq_23044018"", ""bioasq_22872265"", ""bioasq_14963686"", ""bioasq_17414289"", ""bioasq_23378035"", ""bioasq_22016144"", ""bioasq_20301588"", ""bioasq_22446440"", ""bioasq_21844411""]","Muenke syndrome is a genetic disorder characterized by considerable phenotypic variability. It is associated with craniosynostosis, which can be bilateral or unilateral, leading to various skull shapes such as brachycephaly, turribrachycephaly, or plagiocephaly. Other features may include temporal bossing, widely sp",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_656,5,2083,80,2163,provider,25931,0.508197,0.543478,0.91512,0.648932,1.0,"[""bioasq_18000976"", ""bioasq_23044018"", ""bioasq_22872265"", ""bioasq_14963686"", ""bioasq_17414289""]","The documents provide evidence that Muenke syndrome is characterized by coronal suture craniosynostosis, hearing loss, developmental delay, carpal and tarsal fusions, and the presence of the Pro250Arg mutation in the FGFR3 gene. Additionally, a majority of the patients demonstrated mild-to-moderate, low frequency sensorineural",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_656,2,841,80,921,provider,7247,0.436975,0.456522,0.883001,0.358954,1.0,"[""bioasq_18000976"", ""bioasq_23044018""]","The symptoms characterizing Muenke syndrome include coronal suture craniosynostosis, hearing loss (mild-to-moderate, low frequency sensorineural), developmental delay, carpal and tarsal fusions, and the presence of the Pro250Arg mutation in the FGFR3 gene. However, the documents do not provide evidence for",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_656,3,544,80,624,provider,11380,0.425197,0.413043,0.798657,0.469,1.0,"[""bioasq_18000976"", ""bioasq_23044018"", ""bioasq_22872265""]","The symptoms that characterize the Muenke syndrome include coronal suture craniosynostosis, hearing loss, developmental delay, carpal and tarsal fusions. However, the evidence suggests that there is reduced penetrance and variable expressivity, contributing to a wide spectrum of clinical findings in Muenke syndrome. Epilepsy is rarely reported in individuals with Muenke",False,,624,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_656,2,443,62,505,provider,8868,0.375,0.369565,0.756159,0.358954,1.0,"[""bioasq_18000976"", ""bioasq_23044018""]","The symptoms that characterize the Muenke syndrome include coronal suture craniosynostosis, hearing loss, developmental delay, carpal and tarsal fusions. However, the evidence suggests that epilepsy is not a common symptom in individuals with Muenke syndrome.",False,,505,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_656,2,443,62,505,provider,5411,0.375,0.369565,0.756159,0.358954,1.0,"[""bioasq_18000976"", ""bioasq_23044018""]","The symptoms that characterize the Muenke syndrome include coronal suture craniosynostosis, hearing loss, developmental delay, carpal and tarsal fusions. However, the evidence suggests that epilepsy is not a common symptom in individuals with Muenke syndrome.",False,ultra_route:focused_or_concentrated,505,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_1337,0,82,41,123,provider,3806,0.317073,0.27027,0.49732,0.0,0.0,[],"The provided documents do not contain information about which is the most widely used model for the study of Multiple Sclerosis (MS). Therefore, the evidence is insufficient to answer this question.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_1337,3,1061,80,1141,provider,15775,0.448598,0.486486,0.826123,0.358954,1.0,"[""bioasq_16106061"", ""bioasq_16137612"", ""bioasq_22155803""]","The documents provided do not explicitly state which is the most widely used model for the study of Multiple Sclerosis (MS). However, both Document 1 and Document 2 mention the experimental autoimmune encephalomyelitis (EAE) as a model used in the study of MS. Therefore, it can be inferred that EAE is one of the models used",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,bioasq_1337,5,1783,80,1863,provider,13667,0.45098,0.432432,0.814857,0.538886,1.0,"[""bioasq_16106061"", ""bioasq_16137612"", ""bioasq_22155803"", ""bioasq_7739505"", ""bioasq_15039233""]","The most widely used model for the study of multiple sclerosis (MS) is experimental autoimmune encephalomyelitis (EAE). This is evident from Documents 1, 2, 4, and 5 where EAE is repeatedly mentioned as a common model used to study MS. Document 3 does not directly mention EAE but discusses the treatment",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,bioasq_1337,7,2468,80,2548,provider,13705,0.555556,0.567568,0.838438,0.61225,1.0,"[""bioasq_16106061"", ""bioasq_16137612"", ""bioasq_22155803"", ""bioasq_7739505"", ""bioasq_15039233"", ""bioasq_22640501"", ""bioasq_18673215""]","The documents suggest that experimental autoimmune encephalomyelitis (EAE) is a widely recognized model for studying multiple sclerosis (MS). However, it's important to note that while EAE mimics many aspects of MS, it is not the disease itself. The evidence regarding the most widely used model for the study of MS directly in humans is insufficient as",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,bioasq_1337,10,3396,65,3461,provider,15248,0.531915,0.513514,0.853474,0.61225,1.0,"[""bioasq_16106061"", ""bioasq_16137612"", ""bioasq_22155803"", ""bioasq_7739505"", ""bioasq_15039233"", ""bioasq_22640501"", ""bioasq_18673215"", ""bioasq_20373339"", ""bioasq_21838669"", ""bioasq_23354606""]","The documents do not provide clear evidence on which model is the most widely used for the study of multiple sclerosis (MS). However, Experimental Autoimmune Encephalomyelitis (EAE) is frequently mentioned as a commonly used animal model for studying MS and its related pathogenesis.",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_1337,7,2468,80,2548,provider,7168,0.555556,0.567568,0.838438,0.61225,1.0,"[""bioasq_16106061"", ""bioasq_16137612"", ""bioasq_22155803"", ""bioasq_7739505"", ""bioasq_15039233"", ""bioasq_22640501"", ""bioasq_18673215""]","The documents suggest that experimental autoimmune encephalomyelitis (EAE) is a widely recognized model for studying multiple sclerosis (MS). However, it's important to note that while EAE mimics many aspects of MS, it is not the disease itself. The evidence regarding the most widely used model for the study of MS directly in humans is insufficient as",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_1337,1,279,61,340,provider,5383,0.346939,0.324324,0.56227,0.220092,1.0,"[""bioasq_16106061""]","The documents do not provide information on the most widely used model for the study of multiple sclerosis (MS). The focus is on the role of antibodies and B-cells in the pathogenesis of MS, but no specific model is mentioned as being the most widely used.",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_1337,3,793,74,867,provider,12630,0.35514,0.351351,0.490453,0.358954,1.0,"[""bioasq_16106061"", ""bioasq_16137612"", ""bioasq_22155803""]","The documents suggest that there is renewed interest in the role of B cells, plasma cells, and their products in the pathogenesis of Multiple Sclerosis (MS). However, they do not explicitly state that any specific model is the most widely used for the study of MS. Therefore, the evidence is insufficient to definitively answer the question.",False,,867,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_1337,2,361,80,441,provider,9267,0.45283,0.486486,0.733797,0.220092,1.0,"[""bioasq_16106061"", ""bioasq_23354606""]","The documents provided do not mention a specific model that is most widely used for the study of multiple sclerosis (MS). However, they do discuss studies related to B-cells, antibodies, and experimental autoimmune encephalomyelitis (EAE) as models in the research of MS. The evidence is insufficient to determine which model is most widely used",False,,441,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_1337,2,361,80,441,provider,6884,0.45283,0.486486,0.733797,0.220092,1.0,"[""bioasq_16106061"", ""bioasq_23354606""]","The documents provided do not mention a specific model that is most widely used for the study of multiple sclerosis (MS). However, they do discuss studies related to B-cells, antibodies, and experimental autoimmune encephalomyelitis (EAE) as models in the research of MS. The evidence is insufficient to determine which model is most widely used",False,ultra_route:focused_or_concentrated,441,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_325,0,75,34,109,provider,3143,0.141732,0.097222,0.774807,0.0,0.0,[],"The provided documents do not contain information about how ranolazine affects calcium handling in the heart. Therefore, the evidence is insufficient to answer this question accurately.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_325,3,1411,80,1491,provider,18793,0.308725,0.222222,0.840251,0.469,1.0,"[""bioasq_8735623"", ""bioasq_20924097"", ""bioasq_19675298""]","The documents suggest that ranolazine affects calcium handling in the heart by attenuating beta-adrenoceptor stimulated calcium currents (Document 1) and potentially having beneficial effects on myocardial function by preventing myocyte sodium and calcium overload (Document 2). However, Document 3 implies that ranolazine affects late sodium current (I(",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,bioasq_325,5,2778,80,2858,provider,19909,0.282051,0.222222,0.811078,0.648932,1.0,"[""bioasq_8735623"", ""bioasq_20924097"", ""bioasq_19675298"", ""bioasq_17220471"", ""bioasq_21741479""]","The documents suggest that ranolazine affects calcium handling in the heart by attenuating beta-adrenoceptor stimulated calcium currents and having a smaller effect on basal calcium currents. However, it does not directly interact with calcium channels but seems to act at the receptor level, potentially through interaction with Gs proteins involved in the beta-adrenergic",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,bioasq_325,7,3718,80,3798,provider,16687,0.425806,0.333333,0.874801,0.72733,1.0,"[""bioasq_8735623"", ""bioasq_20924097"", ""bioasq_19675298"", ""bioasq_17220471"", ""bioasq_21741479"", ""bioasq_16781216"", ""bioasq_19708671""]","The documents provide evidence that ranolazine affects calcium handling in the heart by inhibiting the late sodium current, which reduces cellular sodium and calcium overload. This reduction in calcium overload may have beneficial effects on myocardial function (Document 2). Ranolazine also appears to affect whole cell calcium current when facilitated by beta-adrenoceptor or",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,bioasq_325,10,4096,80,4176,provider,45812,0.287671,0.25,0.726226,0.926636,1.0,"[""bioasq_8735623"", ""bioasq_20924097"", ""bioasq_19675298"", ""bioasq_17220471"", ""bioasq_21741479"", ""bioasq_16781216"", ""bioasq_19708671"", ""bioasq_22709755"", ""bioasq_16775092"", ""bioasq_22879384""]","The documents suggest that Ranolazine is a drug used for treating angina and reducing intracellular sodium and calcium accumulation during ischemia, potentially limiting myocardial ischemia. It selectively inhibits late I(Na), which is a major pathway for intracellular calcium loading in cardiac ischemia-reperfusion (IR)",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_325,7,3718,80,3798,provider,42567,0.425806,0.333333,0.874801,0.72733,1.0,"[""bioasq_8735623"", ""bioasq_20924097"", ""bioasq_19675298"", ""bioasq_17220471"", ""bioasq_21741479"", ""bioasq_16781216"", ""bioasq_19708671""]","The documents provide evidence that ranolazine affects calcium handling in the heart by inhibiting the late sodium current, which reduces cellular sodium and calcium overload. This reduction in calcium overload may have beneficial effects on myocardial function (Document 2). Ranolazine also appears to affect whole cell calcium current when facilitated by beta-adrenoceptor or",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_325,2,914,80,994,provider,7236,0.289655,0.25,0.836733,0.358954,1.0,"[""bioasq_8735623"", ""bioasq_20924097""]","The document [Document 1 | bioasq_8735623] suggests that ranolazine affects calcium handling in the heart by markedly attenuating beta-adrenoceptor stimulated calcium currents. However, it does not have a significant effect on basal calcium currents unless facilitated by beta-adrenoceptor or histamine receptor activation",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_325,3,745,80,825,provider,13053,0.231293,0.152778,0.836982,0.469,1.0,"[""bioasq_8735623"", ""bioasq_20924097"", ""bioasq_19675298""]","The documents provide evidence that ranolazine affects calcium handling in the heart by ameliorating disturbed sodium and calcium homeostasis (Document 2) and potentially influencing calcium channel currents through its interaction with the beta-adrenergic protein kinase A (PKA) cascade, which stimulates calcium channel currents (Document 1).",False,,825,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_325,2,468,80,548,provider,10314,0.245161,0.152778,0.80312,0.358954,1.0,"[""bioasq_8735623"", ""bioasq_20924097""]","The documents suggest that the effect of ranolazine on calcium handling in the heart is not directly known, but it's implied that ranolazine might affect calcium channel currents through its interaction with GTP-binding proteins involved in the beta-adrenergic protein kinase A (PKA) cascade. However, the specific effect of ranolazine upon these",False,,548,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_325,2,468,80,548,provider,6995,0.245161,0.152778,0.80312,0.358954,1.0,"[""bioasq_8735623"", ""bioasq_20924097""]","The documents suggest that the effect of ranolazine on calcium handling in the heart is not directly known, but it's implied that ranolazine might affect calcium channel currents through its interaction with GTP-binding proteins involved in the beta-adrenergic protein kinase A (PKA) cascade. However, the specific effect of ranolazine upon these",False,ultra_route:claim_or_focused_evidence,548,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_599,0,77,24,101,provider,2331,0.108108,0.117647,0.54373,0.0,0.0,[],The provided documents do not contain sufficient evidence to explain why cranberry juice helps combat urinary tract infections.,False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_599,3,933,80,1013,provider,14605,0.08,0.176471,0.556489,0.469,1.0,"[""bioasq_9110682"", ""bioasq_20495471"", ""bioasq_19921981""]","The documents provide evidence that ingestion of cranberry juice may help combat urinary tract infections (UTIs). According to Document 2, cranberry has been used for decades to prevent UTIs due to its ability to inhibit bacterial adherence in a dose-dependent manner. A Cochrane meta-analysis suggests that the effect is more pronounced in women with",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,bioasq_599,5,1688,80,1768,provider,13911,0.1875,0.352941,0.644156,0.648932,1.0,"[""bioasq_9110682"", ""bioasq_20495471"", ""bioasq_19921981"", ""bioasq_23440506"", ""bioasq_19636526""]","The documents suggest that cranberry juice may help combat urinary tract infections (UTIs) due to its ability to inhibit the adhesion of certain bacteria, particularly Escherichia coli (E. coli), to urothelial cells. This property is attributed to proanthocyanidins, an active ingredient found in cranberries. Mult",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,bioasq_599,7,2576,80,2656,provider,15428,0.151515,0.294118,0.620777,0.800694,1.0,"[""bioasq_9110682"", ""bioasq_20495471"", ""bioasq_19921981"", ""bioasq_23440506"", ""bioasq_19636526"", ""bioasq_19257836"", ""bioasq_19284180""]","The documents suggest that cranberry juice may help combat urinary tract infections (UTIs) due to its ability to inhibit the adhesion of certain bacteria, particularly Escherichia coli, to uroepithelial cells. This is believed to be a result of proanthocyanidins, an active ingredient found in cranberries, which can",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,bioasq_599,10,3826,80,3906,provider,19766,0.212121,0.411765,0.625193,0.800694,1.0,"[""bioasq_9110682"", ""bioasq_20495471"", ""bioasq_19921981"", ""bioasq_23440506"", ""bioasq_19636526"", ""bioasq_19257836"", ""bioasq_19284180"", ""bioasq_9690182"", ""bioasq_23281786"", ""bioasq_10838378""]","The documents suggest that cranberry juice may help combat urinary tract infections (UTIs) due to its ability to inhibit the adhesion of certain bacteria, such as Escherichia coli, to uroepithelial cells. This is believed to be a result of proanthocyanidins, an active ingredient found in cranberries, which",False,,0,0
